Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,CA,94619,Experian,In progress,Yes,No,2015,2,2,1,0,0,1,0,1940,enterprise,3859,credit,west
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33322,Wells Fargo,In progress,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44004,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,934,enterprise,939,mortgage,midwest
Debt Collection,Credit Card,Communication Tactics,Frequent Or Repeated Calls,NY,14469,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1016,enterprise,1846,debt,northeast
Other Financial Service,Debt Settlement,Customer Service/Customer Relations,Not Specified,NH,3037,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,111,other,northeast
Bank Account Or Service,Other Bank Product/Service,Deposits And Withdrawals,Not Specified,TX,75224,Comerica,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,48,medium,2380,banking,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,WA,99336,"Green & Sons Agency, Inc.",Untimely response,No,No,2015,2,2,1,0,0,6,0,1,small,509,debt,west
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NC,28233,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,399,enterprise,764,mortgage,south
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,IN,46254,U.S. Bancorp,Closed with non-monetary relief,Yes,Yes,2015,2,2,1,0,0,0,1,429,enterprise,298,mortgage,midwest
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,DE,19709,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,152,credit,south
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,ID,83202,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,1430,enterprise,115,credit,west
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44128,Citibank,In progress,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,939,mortgage,midwest
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,FL,33559,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,1,0,229,enterprise,2592,debt,south
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,PA,15642,Rbs Citizens,In progress,Yes,No,2015,2,2,1,0,0,6,0,107,large,1055,mortgage,northeast
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,MD,20815,Bb&T Financial,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,90,large,791,banking,south
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,FL,32835,Amscot Corporation,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,2,small,2592,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75089,Experian,In progress,Yes,No,2015,2,2,1,0,0,6,0,1940,enterprise,2380,credit,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,IL,60445,Equifax,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,2049,enterprise,1003,credit,midwest
Debt Collection,Credit Card,False Statements Or Representation,Indicated Committed Crime Not Paying,TX,77489,Usaa Savings,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,101,large,2380,debt,south
Consumer Loan,Vehicle Loan,Taking Out The Loan Or Lease,Not Specified,NJ,8857,Santander Consumer Usa,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,133,large,1113,loan,northeast
Credit Card,Not Specified,Billing Disputes,Not Specified,MD,20878,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,1518,enterprise,791,credit,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NY,11701,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1430,enterprise,1846,mortgage,northeast
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MN,55082,Phh Mortgage,In progress,Yes,No,2015,2,2,1,0,0,6,0,63,large,311,mortgage,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,Unknown,30344,"Northland Group, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,20,medium,421,debt,unknown
Credit Card,Not Specified,Credit Line Increase/Decrease,Not Specified,MI,48334,Fifth Third Bank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,110,large,694,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,MI,48050,Transunion,In progress,Yes,No,2015,2,2,1,0,0,6,0,1525,enterprise,694,credit,midwest
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21742,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,749,enterprise,791,mortgage,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,NC,28210,Transunion,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,9,0,1525,enterprise,764,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,OH,44084,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,939,credit,midwest
Mortgage,Reverse Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60175,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,1003,mortgage,midwest
Credit Card,Not Specified,Other,Not Specified,VA,22030,Amex,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,270,enterprise,869,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Frequent Or Repeated Calls,OH,44056,Paypal,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,112,large,939,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75089,Equifax,In progress,Yes,No,2015,2,2,1,0,0,6,0,2049,enterprise,2380,credit,south
Consumer Loan,Installment Loan,Managing The Loan Or Lease,Not Specified,CA,92054,"Ballybunion Enterprises, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,8,small,3859,loan,west
Bank Account Or Service,Other Bank Product/Service,Deposits And Withdrawals,Not Specified,HI,96707,Bank Of Hawaii,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,1,0,5,small,83,banking,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,NC,28210,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,9,0,1940,enterprise,764,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,8081,Wells Fargo,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1430,enterprise,1113,mortgage,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NV,89121,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,351,credit,west
Debt Collection,Credit Card,Communication Tactics,Threatened To Take Legal Action,GA,30188,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,1146,debt,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78731,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,2380,credit,south
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,CA,95820,U.S. Bancorp,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,429,enterprise,3859,credit,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,KY,40272,"National Principal Group, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,12,medium,225,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,TX,75701,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,399,enterprise,2380,mortgage,south
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,NJ,7054,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,1113,banking,northeast
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,IL,60805,Transworld Systems Inc.,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,215,enterprise,1003,debt,midwest
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,33432,Wells Fargo,In progress,Yes,No,2015,2,2,1,0,0,6,0,1430,enterprise,2592,mortgage,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78731,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,2380,credit,south
Debt Collection,Credit Card,Communication Tactics,Used Obscene/Profane/Abusive Language,TN,37411,First Reliance Holdings Llc,Untimely response,No,No,2015,2,2,1,0,0,0,1,1,small,473,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,MD,21037,"Diversified Consultants, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,71,large,791,debt,south
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,PA,16146,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,1055,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NJ,7003,Experian,In progress,Yes,No,2015,2,2,1,0,0,6,0,1940,enterprise,1113,credit,northeast
Student Loan,Non-Federal Student Loan,Can'T Repay My Loan,Not Specified,OH,43068,Genesis Lending,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,65,large,939,loan,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,OH,44130,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,939,credit,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34683,"Residentcollect, Inc.",Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,5,small,2592,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,32714,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,211,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,"Application, Originator, Mortgage Broker",Not Specified,CT,6475,Quicken Loans,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,49,medium,287,mortgage,northeast
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,WA,99001,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,509,loan,west
Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Problem Cancelling Or Closing Account,GA,30122,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,1146,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,TN,38183,Transunion,In progress,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,473,credit,south
Mortgage,Home Equity Loan Or Line Of Credit,"Application, Originator, Mortgage Broker",Not Specified,OH,44022,The Huntington National Bank,In progress,Yes,No,2015,2,2,1,0,0,0,1,55,large,939,mortgage,midwest
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,NC,27360,Navient,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,764,loan,south
Credit Card,Not Specified,Credit Determination,Not Specified,MI,48198,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,6,0,1272,enterprise,694,credit,midwest
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,CA,92807,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1272,enterprise,3859,mortgage,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MS,38611,"Servis One, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,49,medium,159,mortgage,south
Credit Card,Not Specified,Closing/Cancelling Account,Not Specified,MO,63130,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,409,credit,midwest
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,Unknown,53805,Capital One,In progress,Yes,No,2015,2,2,1,0,0,6,0,567,enterprise,421,debt,unknown
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NY,12304,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,0,1,1272,enterprise,1846,mortgage,northeast
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,33624,"Equidata, Inc.",Untimely response,No,No,2015,2,2,1,0,0,6,0,2,small,2592,debt,south
Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Billing Dispute,IA,50501,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,141,credit,midwest
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,Unknown,33144,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,421,banking,unknown
Credit Card,Not Specified,Customer Service / Customer Relations,Not Specified,TX,75062,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,1272,enterprise,2380,credit,south
Other Financial Service,Money Order,Lost Or Stolen Money Order,Not Specified,IL,60639,Moneygram,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,73,large,1003,other,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75062,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,1940,enterprise,2380,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,95403,Checksmart Financial Company,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,15,medium,3859,debt,west
Credit Card,Not Specified,Apr Or Interest Rate,Not Specified,VT,5060,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,55,credit,northeast
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,33165,"Pinnacle Recovery, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,15,0,10,small,2592,debt,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,GA,30083,"American Credit Acceptance, Llc",In progress,Yes,No,2015,2,2,1,0,0,6,0,8,small,1146,loan,south
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,NV,89128,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,351,mortgage,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,95355,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,749,enterprise,3859,mortgage,west
Consumer Loan,Installment Loan,Taking Out The Loan Or Lease,Not Specified,CO,80233,"Cashcall, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,69,large,483,loan,west
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,Unknown,33144,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,421,banking,unknown
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,OH,45406,"National Credit Adjusters, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,33,medium,939,debt,midwest
Debt Collection,Federal Student Loan,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,KS,66214,Transworld Systems Inc.,In progress,Yes,No,2015,2,2,1,0,0,21,0,215,enterprise,176,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,NY,10930,Equifax,In progress,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,NY,10930,Experian,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1940,enterprise,1846,credit,northeast
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34243,Encore Capital Group,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,392,enterprise,2592,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33137,Nationstar Mortgage,In progress,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60030,Ocwen,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,934,enterprise,1003,mortgage,midwest
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33763,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60621,Genworth Financial,Untimely response,No,No,2015,2,2,1,0,0,6,0,1,small,1003,mortgage,midwest
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,NY,10469,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,1846,banking,northeast
Debt Collection,Credit Card,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,CA,94540,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,392,enterprise,3859,debt,west
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,MO,65775,"Delray Capital, Llc",Closed,Yes,No,2015,2,2,1,0,0,0,1,6,small,409,debt,midwest
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,CA,94540,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,481,enterprise,3859,debt,west
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,IN,46208,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,934,enterprise,298,mortgage,midwest
Debt Collection,Medical,False Statements Or Representation,Attempted To Collect Wrong Amount,TN,37074,"Adler Wallach & Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,9,small,473,debt,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,OH,45231,Carrington Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,55,large,939,mortgage,midwest
